deal_id,deal_name,sponsor,confidence,proposed_mt_number,suggested_mt_number,your_decision,why_flagged,suggestion_basis,base_mt_number,suffix,is_extension_or_followon,extension_number,won_deal,hubspot_url
1899882998,LMS: COVID - serum,LMS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/1899882998
6767387203,LMX: Pathogens - various banked,LMX,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/6767387203
17695159083,LUV: Various cancers - urine (SEE NOTE),LUV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/17695159083
15770570373,LYL: cancers - tissue,LYL,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/15770570373
12839935807,LYL: Met cancer - tissue,LYL,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/12839935807
12839929868,LYL: TNBC - FFPE,LYL,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/12839929868
7212942967,MBP: AATD - serum or plasma,MBP,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/7212942967
2777453808,MCG: Recovered COVID - serum & PBMC,MCG,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/2777453808
15343712111,"MCR: Breast, CRC, NSCLC, pancreatic - plasma",MCR,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/15343712111
15344114987,MCR: Respiratory - swabs,MCR,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/15344114987
44452640867,MCY: Normal - Matched Streck/EDTA Plasma,MCY,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/44452640867
60866090674,MCY: NSCLC (Stage I/II) - Plasma,MCY,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/60866090674
40335095861,MCY: NSCLC - FFPE and plasma,MCY,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/40335095861
14135762489,MCY: NSCLC - matched EDTA & Streck plasma,MCY,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/14135762489
15319886697,"MCY: NSCLC, healthy, benign pulmonary nodules - plasma",MCY,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/15319886697
13620669971,MDX: UTI and STI - urine,MDX,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13620669971
41338622261,MGT: Atopic dermatitis - skin punch biopsies,MGT,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/41338622261
34921915443,MIR: Rheumatoid Arthritis and normal - synovial tissue and synovial fluid,MIR,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/34921915443
35461934881,MIR: UC and Crohn's - pinch biopsies,MIR,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/35461934881
2925473870,MIT: symptomatic COVID - banked blood,MIT,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/2925473870
13307598116,MKG: systemic sclerosis - serum,MKG,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13307598116
36816109911,MMA: MSI-H & MSS CRC - frozen tissue,MMA,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/36816109911
2869065384,"MMT: MDS, MDS-RS - marrow",MMT,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/2869065384
12668337678,MNA: Lung cancer & lung nodules - plasma,MNA,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/12668337678
12668337337,MNA: Lung cancer - plasma,MNA,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/12668337337
5504059828,MOD: Convalescent COVID - sera,MOD,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/5504059828
13636412758,MPS: Liver (normal & diseased) - cryopreserved tissue,MPS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13636412758
7214307000,MRB: Cervical cancer (check point inhibitor naïve and check point inhibitor experienced) - FFPE,MRB,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/7214307000
10034541581,MRK : Mesothelioma - FFPE,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/10034541581
9522973441,MRK: Alzheimer's & healthy - frozen cortex tissue,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/9522973441
28261494046,MRK: Alzheimer's disease - frozen tissue,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/28261494046
22340721155,MRK: AML - whole blood,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/22340721155
20715023032,"MRK: ankylosing spondylitis and/or non-radiographic AxSpA forms - flash frozen synovial fluid, flash frozen synovium biopsy, bone biopsy FFPE, soft tissue FFPE, serum, buffy coat",MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/20715023032
16976684591,"MRK: asthma - sputum, blood",MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/16976684591
62657754758,MRK: Atopic derm - frozen tissues & serum,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/62657754758
34357604145,"MRK: Atopic dermatitis & healthy - FFPE, serum, blood",MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/34357604145
9502585487,MRK: Atopic dermatitis & normal - tissue & blood,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/9502585487
38284520589,MRK: Atopic dermatitis - skin punch biopsies and serum,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/38284520589
63765423278,MRK: Atopic dermatitis - tissue,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/63765423278
34357627464,"MRK: Atopic dermatitis and healthy - FFPE, serum, whole blood",MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/34357627464
13307792640,MRK: biliary cancer - FFPE,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13307792640
8821492519,MRK: Blood typed - saliva,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/8821492519
11337364742,MRK: Breast cancer (non-TNBC) - ascites,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/11337364742
17277945644,MRK: Breast Cancer ER+PR-HER2- - FFPE,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/17277945644
17277938608,MRK: Breast Cancer ER-PR-HER2+ - FFPE,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/17277938608
15240356444,MRK: Cadaver - tissue,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/15240356444
57506725045,MRK: Chronic urticaria - blood & tissue,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/57506725045
4050386717,MRK: CKD pruritus - skin biopsies,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/4050386717
9975537784,MRK: CLL & MCL - blood,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/9975537784
9186748825,"MRK: Coeliac disease (CD), Ulcerative colitis (UC), Rheumatoid Arthritis (RA) and/or Systemic Lupus Erythematosus (SLE) - Frozen tissue",MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/9186748825
7530750639,MRK: Convalescent COVID - banked serum,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/7530750639
20931085906,"MRK: COPD, IPF, normal - plasma",MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/20931085906
1994986490,MRK: COVID free - leukopacks & PBMCs,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/1994986490
14424780803,"MRK: CRC - frozen tissue, plasma",MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/14424780803
6931449186,MRK: CRC or panc - whole blood,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/6931449186
2811008012,"MRK: CRC, panc, gastric S1,2,3,4 - frozen serum",MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/2811008012
11415241883,MRK: Crohn's disease and ulcerative colitis - blood,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/11415241883
10491154322,MRK: Crohn's disease and ulcerative colitis - fresh biopsies & blood,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/10491154322
19104230026,MRK: Crohn's Disease Terminal Ileum - tissue biopsy,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/19104230026
57610387215,MRK: Dermatomyositis - blood & tissue,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/57610387215
3220521815,MRK: Diabetes w/ & w/o retinopathy - plasma,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/3220521815
7197918309,MRK: DLBCL & MCL - lymph node or BMMC,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/7197918309
3950765918,MRK: DLBCL - matched FFPE + frozen tissue,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/3950765918
10985119612,MRK: Fresh tonsil - tissue,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/10985119612
9186749024,MRK: gamma/delta T-cell lymphoma - FFPE,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/9186749024
35074521630,MRK: Gastrointestinal biopsies - fresh tissue pinch biopsies,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/35074521630
20980267310,"MRK: GI- tract, liver, kidney, lung- fresh tissue",MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/20980267310
14089924448,"MRK: HCC, NSCLC, melanoma, Lymphoma, pancreatic - frozen tissue & FFPE",MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/14089924448
4814758507,MRK: Healthy - marrow & blood,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/4814758507
19860419420,"MRK: Healthy - tissue, skin tapes",MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/19860419420
36530843547,MRK: Healthy tonsil - fresh tissue,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/36530843547
6543067831,MRK: Healthy typed blood - saliva,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/6543067831
5257519422,MRK: Heart failure biopsies - FFPE,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/5257519422
33359116350,MRK: HER2+ breast cancer - FFPE,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/33359116350
60525052466,"MRK: Hidradenitis suppurativa - FFPE, serum, PBMCs",MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/60525052466
60335109546,MRK: Hidradenitis suppurativa - fresh tissue,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/60335109546
21784008337,"MRK: Hidradenitis suppurativa - tissue, serum, PBMC, blood",MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/21784008337
10542896689,MRK: IBD 3 subject pilot - blood,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/10542896689
8820829442,MRK: Idiopathic pulmonary fibrosis - FFPE,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/8820829442
11983611946,MRK: Idiopathic Pulmonary Fibrosis - tissue,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/11983611946
46794586003,MRK: Longitudinal atopic derm going onto Nemolizumab - tapes & serum,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/46794586003
54105461144,MRK: Longitudinal psoriasis-UC-CD going onto Tremfya - serum + biopsies,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/54105461144
21785256525,"MRK: Master derm - tissue, blood, synovial fluid, sputum",MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/21785256525
32155280172,MRK: Matched primary CRC & liver met - FFPE,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/32155280172
13316890116,MRK: mCRC - FFPE,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13316890116
63222908225,MRK: MMR Negative - Serum,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/63222908225
33007775263,MRK: Multicancer - FFPE & serum (or plasma),MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/33007775263
7435765068,MRK: NASH & normal liver - FFPE or slides,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/7435765068
14577009739,MRK: NASH - FFPE,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/14577009739
10290742637,MRK: NASH - FFPE,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/10290742637
10687259044,MRK: Neoadjuvant CRC - FFPE,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/10687259044
8948972086,"MRK: Normal (non NAT) uterus, lung, ovarian, and pancreatic - tissue",MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/8948972086
13904526466,MRK: normal - FFPE,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13904526466
4166406415,MRK: Normal - fresh colon tissue & PBMC,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/4166406415
12259540613,MRK: Normal - serum,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/12259540613
38160133721,MRK: Normal - skin resection,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/38160133721
9558154763,MRK: Normal bladder & esophagus - tissue,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/9558154763
8759979550,MRK: Normal cornea - FFPE,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/8759979550
63513974532,MRK: Normal Donor - CSF,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/63513974532
9026840366,MRK: Normal kidney - FFPE,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/9026840366
13460806988,MRK: normal kidney and CKD - tissue,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13460806988
19882435236,MRK: Normal kidney biopsy - FFPE,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/19882435236
3953508187,MRK: Normal liver - tissue + plasma or blood,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/3953508187
6485368948,MRK: Normal liver -FFPE,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/6485368948
13164550270,MRK: Normal liver and normal ovary - frozen tissue,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13164550270
5285163887,MRK: Normal marrow - FFPE,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/5285163887
3562061175,MRK: Normal mesothelium - FFPE,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/3562061175
13980427299,MRK: Normal pooled - serum,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13980427299
14420929818,MRK: Normal skin - tape strips,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/14420929818
63765423154,MRK: Normal skin resections - tissue,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/63765423154
13304552218,MRK: Normal tonsil - tissue,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13304552218
22388989210,"MRK: OA and healthy - synovial fluid, synovium tissue, plasma",MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/22388989210
14111870009,MRK: Osteoarthritis & normal - synovial fluid,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/14111870009
20825153706,MRK: Parkinson's - CSF,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/20825153706
12972434355,MRK: PDAC - FFPE,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/12972434355
7937824652,MRK: PDAC - FFPE,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/7937824652
17030897974,MRK: Plaque psoriasis - tissue and blood,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/17030897974
10253467158,"MRK: Post therapy cervical, esophageal, panc - FFPE",MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/10253467158
59545536334,MRK: Psoriatic arthritis & psoriasis - frozen tissue,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/59545536334
20714144889,"MRK: Psoriatic arthritis - skin punch biopsies, synovial fluid, synovial biopsy, serum, buffy coat",MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/20714144889
45968864309,"MRK: RA - synovial tissue, fluid, serum, PBMCs",MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/45968864309
2777392744,MRK: RA TNF refractory & responders / naive and HV - plasma,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/2777392744
29354331740,"MRK: RCC, lymph node - tissue",MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/29354331740
8870544548,MRK: rheumatoid arthritis - FFPE,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/8870544548
55307857483,MRK: Rheumatoid arthritis - PBMCs & synovial tissue (optional),MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/55307857483
23123891084,MRK: Rheumatoid arthritis - serum or whole blood,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/23123891084
7645554555,MRK: Rheumatoid arthritis - synovial fluid,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/7645554555
20714894950,MRK: Rheumatoid arthritis and osteoarthritis - tissue and blood,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/20714894950
29310304338,MRK: Rheumatoid arthritis pilot - synovial fluid,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/29310304338
12782881816,MRK: SCLC - FFPE,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/12782881816
32123825185,MRK: Solid tumors - fresh tissue,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/32123825185
13174977312,MRK: stage II melanoma - FFPE,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13174977312
11875394611,MRK: stage II melanoma - FFPE,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/11875394611
34527040127,MRK: Systemic sclerosis & prurigo nodularis - tissue,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/34527040127
9993236822,MRK: UC - FF,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/9993236822
36313446244,MRK: Ulcerative colitis and Crohn's disease - fresh tissue biopsies,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/36313446244
8749033554,MRK: Ulcerative colitis biopsy - tissue,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/8749033554
20384130117,MRK: Various cancers - snap frozen tissue,MRK,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/20384130117
12388458004,MRT: mCRC - FFPE,MRT,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/12388458004
12194334560,MRT: mCRC - FFPE & plasma,MRT,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/12194334560
1942947680,MSB: COVID - swabs,MSB,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/1942947680
17856695344,MSD: Chronic kidney disease and normal kidney - tissue,MSD,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/17856695344
40288011648,MSR: Advanced adenoma & colonoscopy confirmed healthies - plasma,MSR,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/40288011648
4142926340,"MTG: SCLC, HRprostate, EGFR lung - FFPE",MTG,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/4142926340
6592499861,MTP: Darier & Hailey-Hailey - tissue,MTP,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/6592499861
6748038220,"MTX: H&N, RCC, Ovarian with biomarkers - FFPE",MTX,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/6748038220
7656912542,"MTX: HNSCC, Ovarian cancer - FFPE",MTX,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/7656912542
8390878350,MTX: Pulmonary arterial hypertension - Plasma,MTX,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/8390878350
9462904954,NCX: Lung cancer & suspicion lung - plasma,NCX,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/9462904954
2723613254,NGM: Endometriosis - tissue,NGM,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/2723613254
2310368599,NGM: NASH - matched plasma & tissue,NGM,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/2310368599
29905465677,NGN: CRC MSI-H CRC - FFPE and plasma,NGN,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/29905465677
12835207301,"NGN: Multicancer - FFPE, plasma, buffy coat",NGN,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/12835207301
17926059304,NHH: CRC & colonoscopy - plasma,NHH,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/17926059304
23256250672,"NKB: Heme malignancies - matched BMMC, PBMC, serum",NKB,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/23256250672
51075811363,NKT: H&N & Cervical HPV16+ & HPV18+ FFPE,NKT,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/51075811363
3258768788,"NLB: MDS, MM, AML - marrow & blood",NLB,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/3258768788
